BARCODE_ID,date1,MonthlyMeanTemp,MonthlyPrecipSum,AnnualTemp,AnnualPrecip,Elevation,LUCAS_ID,SOIL_ID,Country,TH_LAT,TH_LONG,LC1_2018,LC_simpl_2018,LU1_2018,LC1_2015,LC_simpl_2015,LU1_2015,Soil_data_survey,Depth,Coarse_fragments,Clay_content,Sand_content,Silt_content,pH_CaCl2,pH_H2O,Electrical_conductivity,Organic_carbon,Carbonate_content,Phosphorus_content,Total_nitrogen_content,Extractable_potassium_content,Bulk_Density_0_10_cm,Bulk_Density_10_20_cm,Bulk_Density_20_30_cm,Ongoing_Number,Channel,Device,Basal_respiration,MIRR,Cmic,qO2,H2O_FW,glucose_per_sample,water_added,date_of_measurement,date_of_sampling,remarks,machine_factor,Xylosidase,Cellulase,N.actylglucosaminidase,beta.glucosidase,Acid.phosphatase,MWD,WSA,LC_5
704,9/3/2018,16.67699963,56.90000085,9.7,621,20,35843492,55014,UK,54.01587616,-1.29419309,B32,Cropland,U111,B32,Cropland,U111,2018,0-20,16,40,28,33,6.3,6.79,16.21,31.2,0,81.3,3.3,469.1,1.266390724,1.303334375,NA,7232,Channel 3,KLAUS,0.777711324,15.88516746,422.5454545,0.001840539,16.73306773,21.6,1,6/11/2019,n/a,n/a,1,55.66,113.55,164.7,624.28,589.75,1.800634409,89.47368421,Cropland
705,9/3/2018,12.47366639,58.30000087,0,536,256,50424986,21099,FI,67.20265001,26.70986602,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,9,2,72,27,4.1,4.71,2.49,17.2,0,26.3,0.8,25.1,0.837970838,0.969617806,NA,8795,Channel 28,EMIL,1.133834884,5.696561737,151.5285422,0.007482649,15.71833806,21.6,1,6/5/2019,n/a,n/a,1,24.46,5.65,231.47,97.33,353.8,0.718138554,25,Woodland
706,8/28/2018,22.83866616,0,10.6,650,1273,31222070,50069,ES,40.71107121,-4.217521176,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,22,11,45,44,5,5.57,6.02,65.2,0,20.4,5.6,245.2,0.895723891,0.892277468,NA,8798,Channel 1,EMIL,0.542203885,15.83806086,421.2924188,0.001287001,3.628230616,21.6,1.25,6/11/2019,n/a,n/a,1,162.55,101.75,279.51,631.12,788.37,1.103635227,53.33333333,Woodland
707,8/28/2018,23.33133281,0,12.4,554,876,31202150,51181,ES,41.41655036,-4.405730805,B15,Cropland,U111,B13,Cropland,U111,2018,0-20,6,30,47,24,7.3,7.85,15.24,20.5,139,27,1.9,416.5,1.099524831,1.163074561,NA,8818,Channel 21,EMIL,0.482668729,21.54176693,573.0110003,0.000842338,3.178565485,21.6,1.25,6/11/2019,n/a,n/a,1,126.6,160.38,173.35,801.69,259.72,1.164090541,76,Cropland
708,9/3/2018,24.15833279,1.600000024,11.3,598,238,56382434,12624,BG,43.70686915,26.44964426,B11,Cropland,U111,B16,Cropland,U111,2018,0-20,3,5,2,93,5.9,6.63,7.38,15.6,0,51,1.5,257.9,1.476522909,1.242886181,NA,8901,Channel 14,EMIL,0.716054014,7.471867967,198.7516879,0.003602757,11.45798738,21.6,0.75,7/1/2019,n/a,n/a,1,36.39,27.68,114.64,329.03,290.15,1.604385449,57.5,Cropland
709,9/5/2018,12.06133306,48.60000072,0.7,549,244,48584940,61801,SE,67.14423077,22.35072954,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,9,6,58,37,4.2,4.7,3.95,26.7,0,38.4,1.2,36.9,0.785057642,0.675894758,NA,8779,Channel 12,EMIL,1.045669291,9.258530184,246.2769029,0.004245909,16.24072547,21.6,1.25,6/5/2019,n/a,n/a,1,50.5,12.08,135.19,177.12,511.88,0.658253456,29.03225806,Woodland
710,9/11/2018,19.47366623,13.3000002,11.2,719,139,36142792,24226,FR,47.83336419,0.532226349,B55,Cropland,U111,B11,Cropland,U111,2018,0-20,7,13,10,77,6.8,7.17,15.57,11.2,3,48.3,1.3,209,NA,NA,NA,7216,Channel 17,KLAUS,0.527077086,10.78555889,286.8958664,0.001837172,5.500916819,21.6,1.5,6/5/2019,n/a,n/a,1,36.1,39.23,122.75,310.3,337,1.331899399,41.02564103,Cropland
711,9/18/2018,12.28666639,63.00000094,3,541,110,50664618,21153,FI,63.93227113,25.24544356,C33,Woodland,U120,C32,Woodland,U120,2018,0-20,18,18,45,37,4.3,5.23,3.71,65.1,0,45.2,3.7,43.9,0.497324939,1.088734486,NA,7203,Channel 4,KLAUS,0.525871172,16.36043647,435.18761,0.001208378,37.67686739,21.6,1.5,6/5/2019,n/a,n/a,1,54.72,16.15,89.29,191.17,1063.7,1.944939759,78.125,Woodland
712,8/28/2018,15.81433298,62.80000094,2.6,534,71,50844708,21161,FI,64.68429846,26.05106163,C32,Woodland,U120,D10,Shrubland,U120,2018,0-20,7,2,92,6,3.5,4.1,2.3,20.1,0,1.1,0.8,21.6,0.594,1.15026158,NA,8784,Channel 17,EMIL,0.267741935,3.402553763,90.50793011,0.002958215,18.31357049,21.6,1,6/5/2019,n/a,n/a,1,58.6,12.04,85.2,156.33,372.2,0.477969925,42.42424242,Woodland
713,9/18/2018,17.18366628,42.90000064,10.2,775,144,37903026,24162,FR,50.1037915,2.563802166,B22,Cropland,U111,B11,Cropland,U111,2018,0-20,13,19,2,79,7.1,7.44,14.25,12,3,81.5,1.5,239.2,1.278578817,1.237162515,NA,7212,Channel 13,KLAUS,0.308823529,8.725490196,232.0980392,0.001330574,6.849315068,21.6,1.5,6/5/2019,n/a,n/a,1,26.31,53.87,76.86,331.94,238.29,1.265851175,50,Cropland
714,9/17/2018,22.97833282,25.20000038,14.4,1356,367,28102114,42367,PT,40.50330277,-7.928871831,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,29,6,72,22,4.2,5.21,3.97,16.5,0,1,0.8,105.5,1.182930882,1.226257184,1.302469117,8787,Channel 20,EMIL,0.369015048,3.311673507,88.09051528,0.004189044,2.98606503,21.6,1.5,6/5/2019,n/a,n/a,1,36.39,7.15,74.54,101.32,487.12,1.45787931,33.33333333,Woodland
715,9/12/2018,23.51133281,29.50000044,15.4,423,224,35182124,51179,ES,41.75609692,0.351624146,B16,Cropland,U111,B52,Cropland,U111,2018,0-20,69,28,31,41,7.5,8.02,23.8,14.8,161,17.1,2.1,111.7,1.205195499,1.36870564,NA,8783,Channel 16,EMIL,0.347214299,11.67902643,310.6621031,0.001117659,12.68470862,21.6,1,6/5/2019,n/a,n/a,1,50.92,82.94,107.56,443.51,171.47,1.576944444,66.66666667,Cropland
716,9/9/2018,12.68499972,30.50000045,3.1,518,23,48544698,61807,SE,65.00051385,21.28136064,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,13,5,67,29,3.2,4.12,5.74,68,0,37.4,2.6,47.3,0.336504376,0.881529051,NA,7348,Channel 29,KLAUS,0.98425051,5.792724353,154.0864678,0.006387651,9.552538964,21.6,1,6/24/2019,n/a,n/a,1,40.48,6.82,160.48,119.26,510.83,0.421173145,28.57142857,Woodland
717,9/4/2018,18.53366625,46.30000069,11.8,775,59,34262824,25400,FR,47.87261547,-2.017658404,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,24,30,21,50,4.7,5.36,9.84,23.1,0,27.1,2.6,155.6,1.268008102,1.377337112,NA,8884,Channel 27,EMIL,1.384138065,18.4551742,490.9076336,0.002819549,13.70481928,21.6,1.25,6/24/2019,n/a,n/a,1,108.07,55.91,151.34,404.23,799.84,1.364140719,81.25,Grassland
718,9/3/2018,16.74466629,66.50000099,9.4,619,74,36303484,54929,UK,54.00721833,-0.580955968,B11,Cropland,U120,C10,Woodland,U120,2015,0-20,16,24,16,60,7.3,7.65,42.5,22.8,256,48,3.2,204.2,NA,NA,NA,8465,Channel 28,EMIL,0.928022362,15.75704635,419.137433,0.002214124,18.43830151,0.0252,1,3/26/2019,n/a,n/a,1,42.2,99.96,123.52,520.76,373.6,1.622514785,56.75675676,Cropland
719,9/6/2018,20.10633288,27.0000004,8.5,516,112,49523276,41454,PL,52.23171701,19.26439333,B11,Cropland,U111,B15,Cropland,U111,2018,0-20,9,5,83,12,7.3,7.93,14.87,11.9,7,38,1.4,29.5,1.338137314,1.331889662,NA,7327,Channel 8,KLAUS,0.490271022,8.219249479,218.6320361,0.002242448,5.110451698,21.6,1,6/24/2019,n/a,n/a,1,23.77,37.56,89.11,274.45,157.61,1.080641757,66.66666667,Cropland
720,9/3/2018,24.19633279,0,11.1,694,346,56102380,12622,BG,43.28680096,25.97559487,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,0,38,2,60,3.7,4.47,6.65,20.9,0,17,1.6,110,1.046142058,1.126239968,NA,7331,Channel 12,KLAUS,1.037690752,13.22547037,351.7975118,0.002949682,10.24752475,21.6,1.25,6/24/2019,n/a,n/a,1,92.89,25.59,153.29,223.14,673.51,1.839933333,94.87179487,Woodland
721,9/18/2018,17.21133295,29.90000045,7.3,747,48,51183646,56363,LT,55.28886587,22.6135139,B11,Cropland,U111,E30,Grassland,U112,2018,0-20,4,21,31,48,7.1,7.72,15.03,15.3,4,6.3,1.5,119.2,1.216191121,1.268407663,NA,8876,Channel 19,EMIL,0.536808065,12.47289329,331.7789614,0.001617969,12.57275902,21.6,1,6/24/2019,n/a,n/a,1,29.72,41.42,121.7,397.87,308.44,1.688346618,61.53846154,Cropland
722,8/28/2018,15.89033298,66.60000099,2.2,566,91,50904750,21162,FI,65.0388632,26.39396182,C23,Woodland,U120,C23,Woodland,U120,2018,0-20,7,4,70,26,3.8,4.26,2.81,19.8,0,5.2,0.8,27.2,0.866205264,1.0122944,NA,7345,Channel 26,KLAUS,1.369692091,8.240423962,219.1952774,0.00624873,18.04387267,21.6,1,6/24/2019,n/a,n/a,1,11.72,1.51,87.61,49.49,505.4,0.740300813,35.48387097,Woodland
723,9/3/2018,23.57766614,9.200000137,15.1,446,106,54202132,12579,BG,41.42444942,23.16902839,E30,Grassland,U111,B21,Cropland,U111,2018,0-20,0,3,69,28,6.8,7.29,11.55,9,0,9.6,1.1,133.2,1.148828704,1.32226809,NA,8865,Channel 8,EMIL,0.373402915,3.933177374,104.6225181,0.003569049,6.9958159,21.6,1,6/24/2019,n/a,n/a,1,12.19,12.63,39.7,141.77,201.63,1.019663408,33.33333333,Grassland
724,9/18/2018,9.659333117,53.5000008,1.4,560,200,48004842,61750,SE,66.35899239,20.66321891,C32,Woodland,U120,D10,Shrubland,U120,2018,0-20,13,3,69,28,3.2,3.96,5.77,55.5,0,43.4,1.4,36.8,0.397056636,0.741085698,NA,8895,Channel 8,EMIL,1.776104617,7.290799815,193.9352751,0.009158234,16.06519208,21.6,0.75,7/1/2019,n/a,n/a,1,88.99,24.63,424.32,353.19,454.17,0.68137799,34.61538462,Woodland
725,9/3/2018,24.04799946,1.700000025,11,566,312,57422426,12430,BG,43.42447711,27.6877478,B31,Cropland,U111,B11,Bareland,U111,2018,0-20,0,45,1,54,7.4,7.99,14.62,22.1,33,3.7,2.4,260.8,1.145138639,1.355047387,NA,8862,Channel 5,EMIL,0.44739777,8.999380421,239.3835192,0.001868958,11.42574909,21.6,1,6/24/2019,n/a,n/a,1,39.38,42.15,80.5,402.9,323.85,1.4915,68.42105263,Cropland
726,8/29/2018,23.83199947,42.70000064,12.2,598,210,53542386,12410,BG,43.78216895,22.87334323,E10,Grassland,U420,E10,Grassland,U111,2018,0-20,71,28,13,59,5.1,5.94,4.19,14.1,0,4.2,1.5,89.8,1.162821942,1.379239344,NA,8867,Channel 10,EMIL,0.593973635,28.44821092,756.7224105,0.000784929,11.3966294,21.6,1,6/24/2019,n/a,n/a,1,98.07,154.96,317.6,762.88,393.24,2.147349802,88.23529412,Grassland
727,9/18/2018,14.68333301,66.60000099,6.7,545,84,46263934,61589,SE,58.40689695,15.21384182,F40,Bareland,U111,B11,Cropland,U111,2018,0-20,5,24,44,32,5.8,6.59,17.13,18.1,0,23.2,2,167.2,1.22700325,1.24897651,NA,8872,Channel 15,EMIL,0.613184315,8.490244364,225.8405001,0.002715121,12.1922821,21.6,1,6/24/2019,n/a,n/a,1,42.25,71.17,127.93,476.57,482.03,1.707572948,74.07407407,Other
728,9/14/2018,12.41399972,49.60000074,4.1,590,276,46284248,62061,SE,61.22122634,15.70146814,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,14,6,69,25,3.2,4.08,15.31,174.6,0,27.1,5.5,245,0.352337401,0.141979837,NA,8868,Channel 11,EMIL,5.070664414,29.28678679,779.0285285,0.006508959,40.38267875,21.6,1.25,6/24/2019,n/a,n/a,1,196.08,37.68,889.46,619.47,1420.98,0.996065385,68.18181818,Woodland
729,8/29/2018,16.5996663,118.8000018,7.3,815,83,44083936,61459,SE,58.5170271,11.49037055,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,1,0,0,0,3.4,4.15,20.2,142.4,0,25.9,7.3,111.4,NA,NA,NA,8888,Channel 1,EMIL,14.14703731,73.06266764,1943.466959,0.007279279,77.01362031,21.6,0.5,7/1/2019,n/a,n/a,1,614.83,133.21,607.69,1247.47,6004.44,1.83015,100,Woodland
730,9/11/2018,18.86766624,14.60000022,8.9,579,23,46503360,41567,PL,53.24748039,14.93263058,B32,Cropland,U111,B11,Cropland,U111,2018,0-20,44,22,22,56,6.4,6.7,19.16,17,1,49.7,2.1,233.2,1.01863516,1.056241679,NA,9289,Channel 12,EMIL,0.595515695,6.649925262,176.888012,0.003366626,7.299634187,0.0216,1,4/10/2019,n/a,n/a,1,35.78,70.99,71.22,405.54,374.71,1.185606838,53.84615385,Cropland
731,9/3/2018,25.01366611,7.900000118,12.5,509,120,54902386,12617,BG,43.55878148,24.53447891,B31,Cropland,U111,B31,Cropland,U111,2018,0-20,56,29,12,60,7.3,7.97,15.66,20.5,43,5.3,2,182.4,1.089529012,1.246360781,NA,7349,Channel 30,KLAUS,0.653298351,27.94665167,743.3809345,0.00087882,10.81397292,21.6,1.25,6/24/2019,n/a,n/a,1,26.48,44.31,92.48,353.35,150.85,1.605422566,45,Cropland
732,9/9/2018,11.7796664,37.10000055,2,531,195,48204714,61806,SE,65.1909348,20.62932061,C10,Woodland,U120,D10,Shrubland,U120,2018,0-20,76,13,33,54,3.8,4.45,6.16,53.5,0,16.2,2.2,48,0.504590414,0.964723167,NA,6887,Channel 18,KLAUS,1.839431319,6.594187748,175.4053941,0.010486743,32.18488586,0.0504,0.5,3/26/2019,n/a,n/a,1,63.08,8.52,97.48,158.54,615.6,1.578106209,70.83333333,Woodland
733,9/3/2018,24.08866613,9.600000143,11.8,709,275,55622354,12621,BG,43.14777308,25.33381599,B31,Cropland,U111,B16,Cropland,U111,2018,0-20,68,44,6,50,7.2,7.72,13.92,16.1,8,18.1,1.8,273.5,1.143254967,1.503656861,NA,8877,Channel 20,EMIL,0.391435578,10.96019619,291.5412186,0.001342642,11.67944019,21.6,1,6/24/2019,n/a,n/a,1,29.38,45.94,79.48,366.69,271.57,2.038033457,79.48717949,Cropland
734,9/3/2018,12.43933306,58.70000087,0.3,483,205,50265008,20891,FI,67.42934127,26.48505177,C33,Woodland,U120,C33,Woodland,U120,2018,0-20,10,0,0,0,3.9,4.69,15.85,192.6,0,46.1,9.8,197.5,0.223134514,0.50298307,NA,6881,Channel 12,KLAUS,13.11202891,74.70142833,1987.057993,0.006598715,72.37986596,0.0504,0.5,3/26/2019,n/a,n/a,1,307.01,57.19,622.94,588.33,4495.71,1.794626866,80,Woodland
735,9/4/2018,18.60199958,45.70000068,11.6,789,70,34762834,24232,FR,48.03231507,-1.375893394,B55,Cropland,U111,B16,Cropland,U111,2018,0-20,7,26,11,63,4.7,5.07,5.6,21.3,0,30.1,2.7,70,1.496329714,1.45782455,NA,8870,Channel 13,EMIL,0.526077508,12.57575758,334.5151515,0.001572657,7.31789191,21.6,1.5,6/24/2019,n/a,n/a,1,81.22,34.87,70.14,288.8,551.97,1.162244565,77.77777778,Cropland
736,9/11/2018,18.89466624,8.70000013,8.9,505,55,46323328,41568,PL,52.97128887,14.63261748,B11,Cropland,U111,B32,Cropland,U111,2018,0-20,4,9,65,25,6.8,7.32,14.98,10.3,3,21.9,1.3,112.1,1.071535201,1.013049272,NA,8494,Channel 27,EMIL,0.325896841,6.073532036,161.5559522,0.002017238,6.616666667,0.0216,1,4/3/2019,n/a,n/a,1,26.79,58.64,85.31,384.09,225.55,1.207218213,59.375,Cropland
737,9/18/2018,17.27133295,32.40000048,7.5,724,32,51103642,56362,LT,55.26601836,22.47820792,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,7,4,81,15,3.2,3.91,11.56,117.7,0,23.4,5.3,97.1,0.220033214,0.676589612,NA,7336,Channel 17,KLAUS,1.888954287,7.762082271,206.4713884,0.009148746,14.6088122,21.6,1.25,6/24/2019,n/a,n/a,1,233.62,26.86,83.88,328.37,1685.78,0.553890957,38.23529412,Woodland
738,9/24/2018,19.21566624,3.200000048,7.9,923,1389,52601984,29614,EL,40.33556297,21.0395725,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,76,23,14,63,4.9,5.46,10.49,27.8,0,17.9,1.6,108.1,0.981534488,1.217823728,NA,7346,Channel 27,KLAUS,1.203781898,11.32672419,301.2908635,0.003995415,9.140950792,21.6,1.5,6/24/2019,n/a,n/a,1,13.71,2.46,173.26,74.26,542.07,1.518166667,65.78947368,Woodland
739,9/20/2018,16.72566629,14.50000022,5.8,848,1517,55402180,12616,BG,41.65086676,24.68131506,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,39,14,39,46,4.2,4.88,6.39,36.1,1,8.9,3,88,0.955264031,1.22518879,NA,8861,Channel 4,EMIL,1.293338527,15.89728607,422.8678094,0.003058494,13.61265354,21.6,1,6/24/2019,n/a,n/a,1,70.92,28.57,107.97,212.65,634.36,1.325310078,64.28571429,Woodland
740,9/10/2018,18.98033291,29.40000044,8.7,719,281,51823018,41728,PL,49.64083553,21.97955866,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,7,31,35,34,5.1,5.65,16.89,18.9,0,26.9,2.1,276.2,0.993961719,1.123023151,NA,7352,Channel 3,KLAUS,0.7304,8.410666667,223.7237333,0.003264741,16.51360828,21.6,0.75,7/1/2019,n/a,n/a,1,62.29,43.54,70.4,337.99,507.83,2.297223881,62.85714286,Cropland
741,9/3/2018,24.73366611,17.50000026,15.4,447,246,35402092,49851,ES,41.49438068,0.657589837,B81,Cropland,U111,F40,Bareland,U112,2018,0-10,7,29,14,56,7.7,8.35,27.3,22.9,275,91.4,2,745.6,1.324388639,1.624351973,NA,7332,Channel 13,KLAUS,0.461031071,18.00902621,479.0400972,0.000962406,4.413472706,21.6,1.5,6/24/2019,n/a,n/a,1,63.2,39.81,73.66,409.31,90.53,1.421406725,39.47368421,Cropland
742,9/3/2018,21.94299951,10.80000016,11.3,646,612,53702216,12628,BG,42.24819485,22.73582827,C10,Woodland,U420,C10,Woodland,U420,2018,0-20,0,5,21,74,7.3,7.59,27.5,16.8,16,3.5,1.6,175,1.147248499,0.956850945,NA,7347,Channel 28,KLAUS,0.847579425,9.051311145,240.7648764,0.003520362,11.27516779,21.6,1,6/24/2019,n/a,n/a,1,14.69,8.98,89.01,144.78,187.63,1.121208571,58.82352941,Woodland
743,9/3/2018,23.34799948,0,10.9,648,371,56162386,12623,BG,43.32805915,26.06281533,C10,Woodland,U420,D10,Shrubland,U420,2018,0-20,70,40,3,57,4.7,5.49,5.98,25.9,0,14.2,2.1,284.2,1.124935341,1.330810137,NA,8864,Channel 7,EMIL,1.908618276,30.15063654,802.0069319,0.002379803,15.89303734,21.6,1.25,6/24/2019,n/a,n/a,1,43.71,23.11,225.39,322.04,667.8,2.058759398,92.10526316,Woodland
744,9/3/2018,24.73266611,66.70000099,15.8,542,192,35882060,49824,ES,41.25917309,1.268165205,B82,Cropland,U111,B13,Cropland,U111,2018,0-20,6,31,14,55,7.4,7.86,17.26,18.5,496,13.9,0.9,291.9,1.435626841,1.625672637,NA,8887,Channel 30,EMIL,0.160682858,6.816848528,181.3281708,0.000886144,4.935586415,21.6,1.25,6/24/2019,n/a,n/a,1,23.83,9.83,20.83,177.06,45.66,1.407666279,25.71428571,Cropland
745,8/28/2018,19.43699957,60.1000009,5.3,681,190,53303934,35233,LV,57.42421054,26.95951263,E30,Grassland,U112,E30,Grassland,U112,2018,0-20,34,0,0,0,5.7,5.99,45.7,442.1,0,57.5,32.2,154.7,0.349668906,0.321183176,NA,7339,Channel 20,KLAUS,7.743575419,31.53072626,838.7173184,0.00923264,69.85517009,21.6,1,6/24/2019,n/a,n/a,1,182.86,158.39,495.66,1546.71,2349.42,1.20619403,84.21052632,Grassland
746,8/28/2018,19.58899956,57.90000086,5.8,657,127,53403912,35319,LV,57.21175223,27.03186979,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,4,8,53,39,3.6,4.07,7.26,33,0,15.5,1.7,39.5,0.774854451,0.860385598,NA,8866,Channel 9,EMIL,1.675536796,9.342386982,248.5074937,0.006742399,8.064788257,21.6,1.25,6/24/2019,n/a,n/a,1,54.69,17.4,191.52,232.41,980.96,0.67153413,66.66666667,Woodland
747,9/20/2018,15.95199964,37.80000056,7.4,796,117,45183658,62122,SE,55.98710028,13.15539655,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,6,16,53,31,3.8,4.18,24.9,79.8,0,40.3,5.6,123.8,0.567119794,0.701964666,NA,8880,Channel 23,EMIL,2.391982665,19.54351752,519.8575659,0.004601227,24.02041488,21.6,1.25,6/24/2019,n/a,n/a,1,115.44,21.14,210.88,233.98,1284.83,1.139356195,78.26086957,Woodland
748,9/24/2018,11.80799974,52.60000078,4.4,625,238,45904216,62173,SE,60.95982524,14.95407017,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,14,9,54,36,3.7,4.6,7.82,94.5,0,14.5,3.8,87.6,0.364729426,0.801611331,NA,7337,Channel 18,KLAUS,3.033282576,16.67101733,443.449061,0.006840205,22.50505732,21.6,1.25,6/24/2019,n/a,n/a,1,52.27,11.5,483.1,204.18,1290.95,0.909818352,31.03448276,Woodland
749,9/10/2018,19.32266623,13.3000002,8.8,606,137,46663262,41543,PL,52.35932895,15.06876574,C22,Woodland,U120,C32,Woodland,U120,2018,0-20,6,4,84,12,3.8,4.31,6.8,22.4,0,21.8,1.2,25.1,1.061502213,0.846196023,NA,8491,Channel 24,EMIL,0.210731212,0.889754006,23.66745656,0.008903839,1.729873586,0.0432,1,4/3/2019,n/a,n/a,1,39.08,7.41,46.45,79.7,360.93,0.534429897,53.33333333,Woodland
750,8/29/2018,23.59333281,24.60000037,12.3,708,232,54122350,12576,BG,43.37133002,23.50791765,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,72,32,23,45,6.4,7.04,6.59,14.3,0,11.3,1.2,187.9,1.494654121,1.232292783,NA,8886,Channel 29,EMIL,0.155198205,12.20892545,324.7574171,0.00047789,11.00016642,21.6,1,6/24/2019,n/a,n/a,1,38.68,32.57,66.73,371.1,264.44,1.963987448,75,Cropland
751,12/8/2018,0.816666648,42.30000063,9.3,617,441,54462696,59966,RO,46.36952642,24.71442997,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,57,52,26,22,4.7,5.31,6.55,44.4,1,4.1,3.6,130.7,0.828078944,1.301420695,NA,8885,Channel 28,EMIL,0.761619789,8.057716603,214.3352617,0.003553404,16.22660428,21.6,1,6/24/2019,n/a,n/a,1,93.19,54.9,81.06,438.76,572.66,2.209181159,84.21052632,Grassland
752,12/3/2018,4.4559999,33.00000049,10.1,539,332,53842676,60087,RO,46.30016876,23.8738921,B52,Cropland,U111,B52,Cropland,U111,2018,0-20,57,20,15,65,7.4,7.74,21.45,19,141,2,2.4,437.3,1.296703462,1.352402136,NA,8881,Channel 24,EMIL,1.30518346,17.72471365,471.477383,0.002768284,15.14003295,21.6,1,6/24/2019,n/a,n/a,1,55.87,41.5,116.17,379.27,280.61,2.254389241,87.17948718,Cropland
753,12/8/2018,2.08166662,37.80000056,9.5,670,432,54102674,59956,RO,46.23847504,24.20140867,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,84,23,28,49,5.5,5.95,11.23,37.8,0,4.5,3.3,172.8,1.081586673,1.312792946,NA,8871,Channel 14,EMIL,1.309201213,13.93124368,370.5710819,0.003532929,16.35656292,21.6,1,6/24/2019,n/a,n/a,1,58.51,66.33,127.67,401.59,751.16,2.005656061,97.43589744,Woodland
754,12/3/2018,5.232999883,33.10000049,9.9,707,263,52882778,60285,RO,47.35670411,22.86444107,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,0,36,35,29,4.9,5.82,5.73,27.9,0,17.4,2.6,182.1,1.317970898,1.222141901,NA,8450,Channel 13,EMIL,0.819333209,7.626497796,202.8648414,0.004038813,23.24517513,0.0252,0.5,3/26/2019,n/a,n/a,1,53.84,27.76,178.04,231.55,258.58,2.419177007,86.84210526,Grassland
755,12/3/2018,6.641999852,34.80000052,11.6,634,145,52242596,60269,RO,45.8382051,21.66229523,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,43,40,20,40,5,5.88,14.85,13.9,0,4.5,1.5,208.2,1.42164343,1.604035675,NA,8869,Channel 12,EMIL,0.450737005,4.936643393,131.3147142,0.003432494,13.27165685,21.6,1,6/24/2019,n/a,n/a,1,55.84,54.71,113.59,399.98,437.01,1.975689655,73.68421053,Cropland
756,11/22/2018,6.246333194,24.80000037,7.2,533,731,54902758,60003,RO,46.83459234,25.43635054,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,33,58,15,27,5.1,5.61,6.21,21.9,0,4.7,1.9,141.3,1.055874074,1.559268147,NA,8874,Channel 17,EMIL,1.15023097,10.72437571,285.2683939,0.004032101,18.05464121,21.6,1,6/24/2019,n/a,n/a,1,72.4,18.81,92.06,197.7,640.19,2.008943114,88.88888889,Grassland
757,9/19/2018,13.82466636,71.50000107,6,746,122,45024040,61411,SE,59.42422439,13.18259515,C33,Woodland,U120,C22,Woodland,U120,2018,0-20,5,8,69,23,3.4,4.17,7.32,82.2,0,22,4.1,87.5,0.517550215,NA,NA,7350,Channel 1,KLAUS,2.271667511,11.14799797,296.5367461,0.007660661,34.02441063,21.6,0.75,7/1/2019,n/a,n/a,1,77.28,7.32,87.89,141.26,1021.42,0.915646893,77.27272727,Woodland
758,9/19/2018,11.67199974,65.40000097,3.8,583,303,46444288,62165,SE,61.5679868,16.06495223,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,3,14,23,63,3.5,4.35,16.86,242.1,0,39.8,11.2,203.9,0.066980826,0.613183266,NA,6885,Channel 16,KLAUS,3.885328307,28.5967117,760.6725312,0.005107754,47.50989446,0.0432,1.25,3/26/2019,n/a,n/a,1,339.11,29.3,320.04,286.74,1990.31,1.117842391,70.83333333,Woodland
759,9/20/2018,17.81033294,7.800000116,4.8,844,1666,55462186,12615,BG,41.6934033,24.76503021,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,63,14,36,49,4,4.8,6.75,72.6,2,15.2,5.8,145.5,0.806476913,0.848695923,NA,8882,Channel 25,EMIL,1.357775212,15.70759559,417.8220426,0.00324965,12.68694337,21.6,1.5,6/24/2019,n/a,n/a,1,365.57,93,362.67,591.75,1101.67,1.532315182,92,Woodland
760,12/8/2018,1.366999969,39.90000059,9.6,653,412,54382676,59955,RO,46.20751809,24.56340822,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,87,26,30,45,6.6,7.38,6.84,8.8,0,9.4,0.9,168,1.475761786,1.628856234,NA,8878,Channel 21,EMIL,1.355716878,11.82765342,314.6155811,0.004309122,17.88375559,21.6,1,6/24/2019,n/a,n/a,1,42.44,38.16,144.47,304.83,383.41,2.144411232,89.47368421,Grassland
